,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2011,5,3,1,0,0,0,36,38,19.0,52.78,3,0
1,2012,3,3,1,0,0,0,30,38,19.0,80.85,0,0
2,2015,3,1,0,0,0,0,4,4,4.0,33.33,1,0
3,Overall (3),11,7,2,0,0,0,36,80,16.0,61.07,4,0
