,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2017,3,2,1,0,0,0,49,64,64.0,110.34,0,0
1,2018,3,2,1,0,0,0,5,5,5.0,166.67,2,0
2,2019,3,1,0,0,0,0,10,10,10.0,62.5,0,0
3,Overall (3),9,5,2,0,0,0,49,79,26.33,102.6,2,0
