,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1980,2,2,1,0,0,0,28*,29,29.0,120.83,0,0
1,1981,2,2,2,0,0,0,8*,14,,43.75,2,0
2,Overall (2),4,4,3,0,0,0,28*,43,43.0,76.79,2,0
