,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2017,3,3,0,0,2,0,88,162,54.0,101.25,1,0
1,2018,3,2,0,0,0,0,30,48,24.0,82.76,2,0
2,Overall (2),6,5,0,0,2,0,88,210,42.0,96.33,3,0
