,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1978,1,1,1,0,0,0,14*,14,,116.67,1,0
1,1983,5,1,1,0,0,0,16*,16,,133.33,1,0
2,1984,12,3,2,0,0,0,12,19,19.0,59.38,3,0
3,Overall (3),18,5,4,0,0,0,16*,49,49.0,87.5,5,0
