,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2008,4,4,0,0,0,0,26,58,14.5,54.21,1,0
1,2009,6,6,0,0,2,1,54,140,23.33,84.85,2,0
2,2010,5,5,0,0,0,1,48,58,11.6,62.37,2,3
3,2015,3,3,0,0,0,1,6,9,3.0,30.0,0,0
4,2016,7,7,0,0,0,0,27,89,12.71,57.79,0,0
5,Overall (5),25,25,0,0,2,3,54,354,14.16,64.48,5,3
