,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2014,1,1,0,0,0,0,20,20,20.0,83.33,1,0
1,2015,3,3,1,1,0,0,105*,126,63.0,111.5,1,0
2,2016,8,4,2,0,0,1,41,90,45.0,103.45,5,0
3,2017,25,18,4,1,3,1,120,561,40.07,111.09,12,0
4,2018,11,5,3,0,0,0,28*,87,43.5,96.67,5,0
5,2019,11,9,3,0,2,0,81*,290,48.33,88.96,2,0
6,Overall (6),59,40,13,2,5,2,120,1174,43.48,102.53,26,0
