,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1992,1,0,0,0,0,0,0,0,,,0,0
1,1993,2,1,0,0,0,0,11,11,11.0,68.75,0,0
2,1994,2,0,0,0,0,0,0,0,,,0,0
3,1995,3,2,0,0,0,1,14,14,7.0,50.0,1,0
4,1996,14,9,1,0,0,2,21,67,8.38,55.83,4,0
5,1997,3,3,1,0,0,0,31*,40,20.0,83.33,1,0
6,2001,5,4,0,0,0,0,18,42,10.5,79.25,0,0
7,2002,2,2,1,0,0,1,6*,6,6.0,100.0,0,0
8,Overall (8),32,21,3,0,0,4,31*,180,10.0,66.42,6,0
