,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2017,6,4,1,0,0,2,10,12,4.0,63.16,1,0
1,2018,3,2,0,0,0,0,1,2,1.0,18.18,0,0
2,Overall (2),9,6,1,0,0,2,10,14,2.8,46.67,1,0
