,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2016,5,3,1,0,0,0,18,40,20.0,70.18,0,0
1,2017,19,16,3,1,1,0,114*,483,37.15,83.85,8,0
2,2018,5,4,0,0,0,0,16,35,8.75,55.56,2,0
3,2019,2,2,0,0,0,0,11,17,8.5,60.71,0,0
4,Overall (4),31,25,4,1,1,0,114*,575,27.38,79.42,10,0
