,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2017,3,3,0,0,0,2,42,42,14.0,67.74,0,0
1,2018,3,3,0,0,1,0,54,90,30.0,101.12,1,0
2,Overall (2),6,6,0,0,1,2,54,132,22.0,87.42,1,0
