,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1991,6,4,1,0,0,0,24,38,12.67,61.29,1,0
1,1992,18,9,4,0,0,1,10*,32,6.4,50.0,2,0
2,1993,16,8,0,0,0,0,41,115,14.38,113.86,1,0
3,1994,15,15,3,0,0,1,34,200,16.67,79.05,5,0
4,1995,8,5,3,0,0,1,44*,74,37.0,104.23,2,0
5,2007,13,8,2,0,0,1,9*,27,4.5,77.14,3,0
6,Overall (6),76,49,13,0,0,4,44*,486,13.5,82.94,14,0
