,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2015,14,12,3,0,3,0,75*,332,36.89,95.95,10,0
1,2016,6,6,2,0,0,0,34*,77,19.25,90.59,2,0
2,2017,5,4,1,0,0,0,21,51,17.0,62.96,12,0
3,2019,7,6,1,2,0,1,115,245,49.0,89.09,5,1
4,Overall (4),32,28,7,2,3,1,115,705,33.57,89.58,29,1
