,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2008,3,3,0,0,2,0,89,184,61.33,133.33,3,0
1,2009,8,8,1,0,2,1,94,242,34.57,129.41,1,0
2,2010,10,9,0,0,1,1,61,97,10.78,85.84,5,0
3,2011,10,10,0,0,0,1,37,184,18.4,103.95,5,0
4,2013,2,2,0,0,1,0,55,57,28.5,81.43,1,0
5,Overall (5),33,32,1,0,6,3,94,764,24.65,111.53,15,0
