,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2010,6,6,0,0,0,2,38,74,12.33,50.68,3,0
1,2011,2,2,0,0,1,0,94,95,47.5,85.59,2,0
2,2012,1,1,0,0,0,0,13,13,13.0,68.42,0,0
3,2016,1,1,0,0,0,0,9,9,9.0,37.5,1,0
4,Overall (4),10,10,0,0,1,2,94,191,19.1,63.67,6,0
