,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1988,5,2,1,0,0,1,5*,5,5.0,41.67,0,0
1,1993,11,6,1,0,0,1,16*,26,5.2,96.3,1,0
2,Overall (2),16,8,2,0,0,2,16*,31,5.17,79.49,1,0
