,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2008,6,6,1,0,1,0,59*,135,27.0,81.33,3,0
1,2009,3,2,0,0,0,0,8,11,5.5,39.29,2,0
2,Overall (2),9,8,1,0,1,0,59*,146,20.86,75.26,5,0
