,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2001,7,2,2,0,0,0,3*,3,,37.5,2,0
1,2003,6,2,0,0,0,0,1,2,1.0,15.38,2,0
2,2004,9,0,0,0,0,0,0,0,,,2,0
3,2005,21,3,3,0,0,0,4*,7,,100.0,5,0
4,2006,11,6,3,0,0,2,22,34,11.33,113.33,3,0
5,2007,16,7,4,0,0,0,30*,58,19.33,69.05,7,0
6,2008,9,2,0,0,0,0,13,23,11.5,95.83,0,0
7,Overall (7),79,22,12,0,0,2,30*,127,12.7,76.51,21,0
