,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2009,2,2,0,0,0,2,0,0,0.0,,6,1
1,2014,3,2,0,0,0,1,17,17,8.5,62.96,0,0
2,2017,4,4,0,0,0,1,19,36,9.0,64.29,3,0
3,Overall (3),9,8,0,0,0,4,19,53,6.63,61.63,9,1
