,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2015,2,2,2,0,0,0,2*,3,,33.33,1,0
1,2017,2,2,0,0,0,0,8,11,5.5,73.33,0,0
2,2018,2,0,0,0,0,0,0,0,,,0,0
3,2019,8,3,3,0,0,0,8*,12,,109.09,6,0
4,Overall (4),14,7,5,0,0,0,8*,26,13.0,74.29,7,0
