,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2010,5,3,0,0,0,0,29,34,11.33,66.67,1,0
1,2013,3,3,0,0,0,0,17,22,7.33,31.43,0,0
2,Overall (2),8,6,0,0,0,0,29,56,9.33,46.28,1,0
