,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1987,21,9,4,0,0,2,8*,26,5.2,72.22,0,0
1,1988,4,1,1,0,0,0,7*,7,,70.0,0,0
2,1989,6,3,2,0,0,0,4,4,4.0,40.0,0,0
3,1990,12,7,2,0,0,2,18*,41,8.2,51.25,3,0
4,1991,3,3,0,0,0,2,15,15,5.0,44.12,3,0
5,1992,7,1,0,0,0,0,5,5,5.0,27.78,1,0
6,Overall (6),53,24,9,0,0,6,18*,98,6.53,52.13,7,0
