,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2000,1,1,0,0,0,1,0,0,0.0,,0,0
1,2001,1,1,0,0,0,0,6,6,6.0,50.0,1,0
2,Overall (2),2,2,0,0,0,1,6,6,3.0,46.15,1,0
