,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2010,3,3,0,0,0,0,22,34,11.33,57.63,1,0
1,2013,11,11,1,0,1,0,59,216,21.6,71.52,2,0
2,2014,1,1,0,0,0,0,19,19,19.0,70.37,2,0
3,2018,1,1,0,0,0,0,2,2,2.0,50.0,1,0
4,Overall (4),16,16,1,0,1,0,59,271,18.07,69.13,6,0
