,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2009,8,5,3,0,0,1,35*,79,39.5,76.7,2,0
1,2010,7,4,1,0,0,1,8*,13,4.33,33.33,0,0
2,2011,8,8,3,0,0,0,22,50,10.0,50.51,1,0
3,2014,2,2,0,0,0,0,14,23,11.5,52.27,0,0
4,Overall (4),25,19,7,0,0,2,35*,165,13.75,57.89,3,0
