,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1976,3,3,1,0,0,0,14*,22,11.0,75.86,2,0
1,1977,1,1,0,0,0,1,0,0,0.0,,0,0
2,1979,8,5,0,0,1,0,86,170,34.0,107.59,2,0
3,1980,6,5,1,0,0,1,33,88,22.0,114.29,2,0
4,Overall (4),18,14,2,0,1,2,86,280,23.33,104.87,6,0
