,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1979,2,2,0,0,1,0,50,75,37.5,55.97,2,0
1,1982,8,8,0,2,2,0,121,479,59.88,87.57,2,0
2,1983,10,8,1,0,1,0,64*,157,22.43,54.33,5,0
3,1984,5,5,1,0,1,0,57*,115,28.75,51.57,2,0
4,1985,19,19,1,0,5,0,80,587,32.61,71.41,2,0
5,1986,8,7,1,0,0,2,12,33,5.5,36.67,3,0
6,1987,6,6,1,0,1,1,80,127,25.4,60.48,0,0
7,Overall (7),58,55,5,2,11,3,121,1573,31.46,67.95,16,0
