,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1987,5,2,2,0,0,0,8*,9,,25.0,1,0
1,1992,5,3,1,0,0,0,17,28,14.0,90.32,0,0
2,1995,2,0,0,0,0,0,0,0,,,0,0
3,Overall (3),12,5,3,0,0,0,17,37,18.5,55.22,1,0
