,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2011,3,2,1,0,0,0,27,51,51.0,78.46,2,0
1,2012,2,2,0,0,0,0,9,11,5.5,45.83,1,0
2,Overall (2),5,4,1,0,0,0,27,62,20.67,69.66,3,0
