,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2002,2,2,0,0,0,0,5,7,3.5,24.14,0,0
1,2003,3,2,1,0,0,0,2,2,2.0,13.33,1,0
2,2007,4,2,1,0,0,0,8*,10,10.0,30.3,0,0
3,2008,1,0,0,0,0,0,0,0,,,1,0
4,2010,9,4,0,0,0,2,6,9,2.25,15.79,1,0
5,2011,2,2,0,0,0,2,0,0,0.0,,0,0
6,Overall (6),21,12,2,0,0,4,8*,28,2.8,20.14,3,0
